Mask,Mask_Chin,Mask_Mouth_Chin,Mask_Nose_Mouth
0.5520504731861199,0.46320346320346323,0.0,
0.017350157728706624,0.049062049062049064,0.0,
0.3911671924290221,0.44155844155844154,1.0,
0.03943217665615142,0.046176046176046176,0.0,
