Mask,Mask_Chin,Mask_Mouth_Chin,Mask_Nose_Mouth
0.7048808172531215,0.0,0.1187648456057007,0.0
0.029511918274687854,0.75,0.030878859857482184,0.0
0.2304199772985244,0.25,0.831353919239905,0.1
0.03518728717366629,0.0,0.019002375296912115,0.9
