Mask,Mask_Chin,Mask_Mouth_Chin,Mask_Nose_Mouth
0.9483282674772037,0.025,0.016544117647058824,0.42045454545454547
0.0,0.85,0.016544117647058824,0.022727272727272728
0.0364741641337386,0.1,0.9632352941176471,0.056818181818181816
0.015197568389057751,0.025,0.003676470588235294,0.5
