epoch,resnet50_train_time,resnet50_train_accuracy,resnet50_train_loss,resnet50_eval_time,resnet50_eval_accuracy,resnet50_eval_loss,resnet50_aug_train_time,resnet50_aug_train_accuracy,resnet50_aug_train_loss,resnet50_aug_eval_time,resnet50_aug_eval_accuracy,resnet50_aug_eval_loss,resnet50_pretrained_train_time,resnet50_pretrained_train_accuracy,resnet50_pretrained_train_loss,resnet50_pretrained_eval_time,resnet50_pretrained_eval_accuracy,resnet50_pretrained_eval_loss,resnet50_aug_pretrained_train_time,resnet50_aug_pretrained_train_accuracy,resnet50_aug_pretrained_train_loss,resnet50_aug_pretrained_eval_time,resnet50_aug_pretrained_eval_accuracy,resnet50_aug_pretrained_eval_loss,resnet152_train_time,resnet152_train_accuracy,resnet152_train_loss,resnet152_eval_time,resnet152_eval_accuracy,resnet152_eval_loss,resnet152_aug_train_time,resnet152_aug_train_accuracy,resnet152_aug_train_loss,resnet152_aug_eval_time,resnet152_aug_eval_accuracy,resnet152_aug_eval_loss,resnet152_pretrained_train_time,resnet152_pretrained_train_accuracy,resnet152_pretrained_train_loss,resnet152_pretrained_eval_time,resnet152_pretrained_eval_accuracy,resnet152_pretrained_eval_loss,resnet152_aug_pretrained_train_time,resnet152_aug_pretrained_train_accuracy,resnet152_aug_pretrained_train_loss,resnet152_aug_pretrained_eval_time,resnet152_aug_pretrained_eval_accuracy,resnet152_aug_pretrained_eval_loss,vit_base_16_train_time,vit_base_16_train_accuracy,vit_base_16_train_loss,vit_base_16_eval_time,vit_base_16_eval_accuracy,vit_base_16_eval_loss,vit_base_16_augment_train_time,vit_base_16_augment_train_accuracy,vit_base_16_augment_train_loss,vit_base_16_augment_eval_time,vit_base_16_augment_eval_accuracy,vit_base_16_augment_eval_loss,vit_base_16_pretrained_train_time,vit_base_16_pretrained_train_accuracy,vit_base_16_pretrained_train_loss,vit_base_16_pretrained_eval_time,vit_base_16_pretrained_eval_accuracy,vit_base_16_pretrained_eval_loss,vit_base_16_augment_pretrained_train_time,vit_base_16_augment_pretrained_train_accuracy,vit_base_16_augment_pretrained_train_loss,vit_base_16_augment_pretrained_eval_time,vit_base_16_augment_pretrained_eval_accuracy,vit_base_16_augment_pretrained_eval_loss,vit_large_16_train_time,vit_large_16_train_accuracy,vit_large_16_train_loss,vit_large_16_eval_time,vit_large_16_eval_accuracy,vit_large_16_eval_loss,vit_large_16_augment_train_time,vit_large_16_augment_train_accuracy,vit_large_16_augment_train_loss,vit_large_16_augment_eval_time,vit_large_16_augment_eval_accuracy,vit_large_16_augment_eval_loss,vit_large_16_pretrained_train_time,vit_large_16_pretrained_train_accuracy,vit_large_16_pretrained_train_loss,vit_large_16_pretrained_eval_time,vit_large_16_pretrained_eval_accuracy,vit_large_16_pretrained_eval_loss,vit_large_16_augment_pretrained_train_time,vit_large_16_augment_pretrained_train_accuracy,vit_large_16_augment_pretrained_train_loss,vit_large_16_augment_pretrained_eval_time,vit_large_16_augment_pretrained_eval_accuracy,vit_large_16_augment_pretrained_eval_loss,vit_huge_14_train_time,vit_huge_14_train_accuracy,vit_huge_14_train_loss,vit_huge_14_eval_time,vit_huge_14_eval_accuracy,vit_huge_14_eval_loss,vit_huge_14_augment_train_time,vit_huge_14_augment_train_accuracy,vit_huge_14_augment_train_loss,vit_huge_14_augment_eval_time,vit_huge_14_augment_eval_accuracy,vit_huge_14_augment_eval_loss,vit_huge_14_pretrained_train_time,vit_huge_14_pretrained_train_accuracy,vit_huge_14_pretrained_train_loss,vit_huge_14_pretrained_eval_time,vit_huge_14_pretrained_eval_accuracy,vit_huge_14_pretrained_eval_loss,vit_huge_14_augment_pretrained_train_time,vit_huge_14_augment_pretrained_train_accuracy,vit_huge_14_augment_pretrained_train_loss,vit_huge_14_augment_pretrained_eval_time,vit_huge_14_augment_pretrained_eval_accuracy,vit_huge_14_augment_pretrained_eval_loss
1,10.134595511833444,0.7269730567932129,0.993111342887776,0.4656751993334183,0.8001508712768555,0.532265774265134,10.360852693250001,0.6789414286613464,1.0519475517726076,0.4555617534999996,0.8197587132453918,0.4822029399026752,3.4990093136666474,0.7830100059509277,0.9547889667078444,0.4568237158334038,0.8612368106842041,0.5210046510283763,3.4972838576665404,0.7830100059509277,0.9547889667078444,0.4463839315834169,0.8612368106842041,0.5210046510283763,22.116383651916674,0.595309853553772,1.1568342565277647,0.889052289999995,0.7488687634468079,1.2509113195974542,22.15883411750004,0.679412305355072,0.9825405532872752,0.8615216862499436,0.6734539866447449,1.4413161845048987,7.323731458666667,0.7805613279342651,1.0924966347527147,0.8715599800833331,0.8634992837905884,0.6504368430107472,7.228515911583297,0.7779242992401123,1.1135856938192452,0.903440404916637,0.8529412150382996,0.6973927374167135,13.165111934916657,0.4718402922153473,1.6882035541071867,0.6598023848333318,0.5052790641784668,0.9605972324561208,13.164292197250006,0.4751365780830383,1.96450136245184,0.6447517462499945,0.5052790641784668,0.9645578602320468,5.175518371583334,0.8603315353393555,0.4136365044361724,0.6328613260833341,0.8914027214050293,0.3166245639234287,4.966456110999995,0.8603315353393555,0.4136365044361724,0.6283399588332941,0.8914027214050293,0.3166245639234287,41.47390757225003,0.4651535153388977,1.380371334694676,1.8224428688333016,0.4193061888217926,1.061508224740467,41.232665290333294,0.4683556258678436,1.5893370055797567,1.8338329580835004,0.4215686321258545,0.9876251461638944,14.326194482416668,0.9032774567604064,0.2716703851749206,1.8125312216667833,0.9313725829124452,0.1777264283545776,14.761892692749825,0.9032774567604064,0.2716703851749206,1.819762529083164,0.9313725829124452,0.1777264283545776,107.45381955783341,0.4824825823307037,1.5870823849502718,4.81000873699971,0.5052790641784668,0.9587999458226684,106.3294168147501,0.4753249287605285,1.6638058728474774,4.572349172332907,0.5052790641784668,0.9626591745005474,35.6530584985006,0.830853283405304,0.4803108579247073,4.642309914250291,0.8627451062202454,0.3832267199166759,36.90535204316742,0.830853283405304,0.4803108579247073,4.639472791916584,0.8627451062202454,0.3832267199166759
2,10.00540608075001,0.8104162812232971,0.5256606401483719,0.45684843541675946,0.8514329195022583,0.3807169654115832,10.114665111666671,0.8543040156364441,0.4078858038643857,0.48662253741666933,0.9215686321258544,0.233392604448317,3.502557453500079,0.815031111240387,1.0758104542879725,0.4443804756665486,0.878582239151001,0.5400825438530747,3.632163461416591,0.815031111240387,1.0758104542879725,0.46823063883342303,0.878582239151001,0.5400825438530747,22.112199619000005,0.8271802663803101,0.497825308898834,0.8927731102500047,0.8981900811195374,0.37587203857451,22.21376024008335,0.8457337021827698,0.4431968629528605,0.8882621220000146,0.9117647409439088,0.245715177279432,7.134613321583333,0.8034470081329346,1.4714128434180724,0.879741568833334,0.8642534017562866,0.8177544039551717,7.066298211583292,0.795441746711731,1.77111191540412,0.8672832665833237,0.8552036285400391,1.002466510960953,13.142562333583347,0.4853079915046692,0.9802498810932132,0.6318240437500057,0.5052790641784668,0.9560303842679768,13.185606080749949,0.4930307269096374,0.9723100098855842,0.6361015000833655,0.5052790641784668,0.9558966382776092,4.959605229749998,0.9134488701820374,0.2642918949040524,0.6369470655000006,0.9170437455177308,0.243438021494792,5.068527297833347,0.9134488701820374,0.2642918949040524,0.6302868963333215,0.9170437455177308,0.243438021494792,41.190527885749965,0.4682614505290985,1.2348611792235482,1.787470502333387,0.5052790641784668,0.957014737985073,40.96660022583334,0.4777736067771911,1.056135194655034,1.807378563083451,0.5052790641784668,0.9577482847067026,14.463394197333251,0.934733510017395,0.1839734989911862,1.7938869541667373,0.9524887204170228,0.1444324719892368,14.514532303750153,0.934733510017395,0.1839734989911862,1.820497531833401,0.9524887204170228,0.1444324719892368,109.7291781439999,0.4859672486782074,0.9712534588280092,4.65651368241682,0.5052790641784668,0.953008514364021,197.90872608291707,0.4855905175209045,0.9704278524951716,8.63046742091683,0.5052790641784668,0.9523904370326622,36.805256517333575,0.8932002186775208,0.3203693517724276,4.636197648583523,0.8921568989753723,0.2945017793958903,36.81721904441656,0.8932002186775208,0.3203693517724276,4.622789450083171,0.8921568989753723,0.2945017793958903
3,10.110538027000075,0.8628743886947632,0.3652873441975519,0.47344895025010675,0.9268476963043212,0.2299365995965931,10.120365797833333,0.9150499105453492,0.2549814033490618,0.445432826166666,0.9509804248809814,0.1480860178096172,3.4921211184165863,0.8340554237365723,1.1311767900226088,0.4687494965833139,0.8687782883644104,0.6796411877676978,3.468429571416891,0.8340554237365723,1.1311767900226088,0.43754115766660107,0.8687782883644104,0.6796411877676978,22.075766293083348,0.888867974281311,0.3132425775068373,0.8874624265833594,0.9260935187339784,0.2254521669665433,22.170570300166673,0.9022414684295654,0.2789855049844121,0.8639266496667611,0.9268476963043212,0.193717218294942,7.1528339728333306,0.8341495990753174,1.163677387667604,0.896056397999999,0.8665158748626709,0.7644490416818066,6.9395177549166265,0.8278395533561707,1.626073891790942,0.8700548040000436,0.8559578061103821,1.0058750337078255,13.156039755416677,0.4978338778018951,0.9666688429431336,0.6514328977499796,0.5052790641784668,0.9560857617477486,13.16679421008333,0.4892635345458984,0.9669340520193402,0.6521074049167055,0.5052790641784668,0.956294076654886,4.956365195833334,0.9288001656532288,0.2210026311778117,0.6312174457499964,0.92533940076828,0.2202329657196459,5.089490752666658,0.9288001656532288,0.2210026311778117,0.6441445526666788,0.92533940076828,0.2202329657196459,38.614511551083375,0.4951026737689972,1.0210331740476335,1.601971643916689,0.5052790641784668,0.9790269947339688,41.077374308666855,0.497268795967102,1.0005567265468525,1.789102514000054,0.5052790641784668,0.964566514502823,14.370947296833341,0.9530985355377196,0.1334231551829567,1.8353897133333703,0.9524887204170228,0.146938140848216,14.330231301000216,0.9530985355377196,0.1334231551829567,1.7982153157499854,0.9524887204170228,0.146938140848216,109.55264606291651,0.56545490026474,0.91504027211839,4.577555831333181,0.7413272857666016,0.6894584496816,204.8155865825841,0.5430401563644409,0.934419214332546,8.80368508666652,0.7141779661178589,0.783070079521536,36.81287073075024,0.9142965078353882,0.2692338658756715,4.648697282083352,0.9140271544456482,0.2578859042887594,36.77573178666594,0.9142965078353882,0.2692338658756715,4.604270603416808,0.9140271544456482,0.2578859042887594
4,10.034648833416517,0.9174044132232666,0.2340782757495549,0.46051670541692147,0.9291101098060608,0.2212092945658423,10.120477000250007,0.944999098777771,0.1656629931996335,0.4655887635833362,0.9449472427368164,0.1737429522663399,3.487427087249974,0.8386701941490173,1.137068304304376,0.4701984797499487,0.8589743971824646,0.9574761460500508,3.5995189237498075,0.8386701941490173,1.137068304304376,0.4761044930000935,0.8589743971824646,0.9574761460500508,22.138502448583342,0.9247504472732544,0.2128969727038079,0.8789298834166553,0.92533940076828,0.2875184350693388,21.43725436133339,0.931908130645752,0.194199752891259,0.8616743376666515,0.924585223197937,0.2096594880878655,7.138208988083335,0.837445855140686,1.1711884901164102,0.8801312514999986,0.766968309879303,1.4461513105021342,7.235496555750008,0.8377283811569214,1.449944112834148,0.9003422076666538,0.8740573525428772,0.8838664203895211,13.188958762999997,0.4958561062812805,0.9631256982866576,0.6222269849166651,0.4193061888217926,0.9838834208061252,13.111705729500045,0.4991523921489715,0.9604484568232308,0.6304351730833938,0.5052790641784668,0.9556836276392412,4.981332685166663,0.9398192167282104,0.1942506833031793,0.639859179166668,0.9298642873764038,0.208070113153659,4.959793065333315,0.9398192167282104,0.1942506833031793,0.6431523682499574,0.9298642873764038,0.208070113153659,40.1636768949999,0.5039555430412292,0.9983928942550124,1.8225447495833578,0.5052790641784668,0.9746414529072572,41.02961152833328,0.5012243390083313,0.9836256160285204,1.8176823766665013,0.5052790641784668,1.0078314447474874,14.49398274899992,0.9612921476364136,0.1083065440934758,1.835898872416692,0.942684769630432,0.1585696769167485,14.464567607333569,0.9612921476364136,0.1083065440934758,1.8461222919164963,0.942684769630432,0.1585696769167485,106.64795032466645,0.7200979590415955,0.7427332105890778,4.599596039250174,0.6085972785949707,0.8494751913694955,204.06470459866614,0.6994726061820984,0.7831437800154666,8.422103187665925,0.7036198973655701,0.7858803473626507,36.73069218958335,0.9247504472732544,0.2389835460354635,4.6273455621661315,0.9200603365898132,0.2375236664242694,36.74781198291626,0.9247504472732544,0.2389835460354635,4.620089726499525,0.9200603365898132,0.2375236664242694
5,10.110289898166535,0.939254105091095,0.1801422820418629,0.43600109483334865,0.9162896275520324,0.2388592742012636,10.169532994916665,0.9579017162322998,0.1328330516425219,0.47566439966666013,0.9328808784484864,0.2066323083585204,3.4503320149166634,0.8536447882652283,0.972564048151936,0.4387428228334708,0.8099547624588013,1.337947793786041,3.534603050083509,0.8536447882652283,0.972564048151936,0.4366615762501169,0.8099547624588013,1.337947793786041,22.177209905083334,0.9444339871406556,0.1549791042468593,0.8913346000833068,0.9238311052322388,0.2269415319075479,22.17431259858328,0.948577880859375,0.1495116757294579,0.8657403069999722,0.9260935187339784,0.2161243013985986,7.143059810999996,0.8568468689918518,0.9746358704747332,0.8660147481666721,0.8001508712768555,2.104089976715108,7.123524690666727,0.8527029752731323,1.1305010778162137,0.8990837690833664,0.7782805562019348,3.089944487643644,13.146289816999987,0.5118666291236877,0.9570817521880812,0.6504048165000237,0.4954751133918762,0.9478491442235886,13.192216680333331,0.4997174739837646,0.9590463767866336,0.6498027869166284,0.5052790641784668,0.9586219460356468,4.991424899083337,0.9419853091239928,0.1787669185382719,0.6593819568333336,0.9298642873764038,0.198513363775984,4.968265027166656,0.9419853091239928,0.1787669185382719,0.6310478441666874,0.9298642873764038,0.198513363775984,41.053209896083295,0.5008476376533508,0.9832041092928484,1.773399644833565,0.5052790641784668,0.9690824000903744,41.088230869916515,0.5012243390083313,0.9734225488243456,1.8555706489999768,0.5052790641784668,1.059637177943464,14.507093117083363,0.9686381816864014,0.0905651896181562,1.8159222054165791,0.9396681785583496,0.1726803170576084,14.467714205583434,0.9686381816864014,0.0905651896181562,1.7955612698333425,0.9396681785583496,0.1726803170576084,106.69543180875007,0.7641740441322327,0.6686000796355956,4.584776178250347,0.7624434232711792,0.6910432655347418,199.572709700083,0.7515539526939392,0.6912113029553989,8.645213999249485,0.7481146454811096,0.7171776758599605,36.80449871291663,0.9326615333557128,0.2188400593511711,4.625361009416641,0.9238311052322388,0.229920511466885,36.85342667008323,0.9326615333557128,0.2188400593511711,4.598878315833038,0.9238311052322388,0.229920511466885
6,10.098856033750053,0.952627658843994,0.1464043073056177,0.47557145641652215,0.9336349964141846,0.1936121131455017,10.14146666341667,0.96261066198349,0.1140516398092677,0.47874776825000254,0.9479638338088988,0.1432132710879886,3.554445684500024,0.8706912994384766,0.7639910363192423,0.4575589899166819,0.803167462348938,1.2582566566464568,3.5115527476667316,0.8706912994384766,0.7639910363192423,0.4571152470001228,0.803167462348938,1.2582566566464568,22.19221480708332,0.9540403485298156,0.134369430548139,0.8928498735833349,0.9230769276618958,0.2064250902993377,22.18307181,0.9508382081985474,0.1432754090736465,0.8818201375832664,0.9283559918403624,0.1965807816617719,7.139582696499995,0.8615558743476868,0.9197715835183532,0.8598035009166646,0.837858259677887,0.95886211188968,7.11921838775,0.859954833984375,1.0369044517871846,0.8795079767499677,0.849924623966217,1.078120682681009,13.203145443000002,0.6845922470092773,0.8043795857283103,0.6262553033333234,0.6726998686790466,0.8425662762079483,13.172502507250025,0.6110378503799438,0.8923338854530702,0.6396406890833077,0.4841628968715668,0.9969252475606192,4.964650902083335,0.945752501487732,0.1695197076671966,0.6829523148333342,0.9291101098060608,0.1951045320674125,4.962262118916669,0.945752501487732,0.1695197076671966,0.6526398433333421,0.9291101098060608,0.1951045320674125,41.17589953066666,0.5050857067108154,0.9961845428060286,1.8093315662499663,0.5052790641784668,1.0543359724824426,41.052493801916775,0.5044264793395996,0.9806289275973772,1.7615218295835195,0.5052790641784668,0.9674489253606552,14.531949857333379,0.969297468662262,0.0874213545168224,1.80237446000001,0.959276020526886,0.1357229008363225,14.395469198833174,0.969297468662262,0.0874213545168224,1.845369411333498,0.959276020526886,0.1357229008363225,106.55374166533329,0.7764174342155457,0.6300718451561194,4.6029609540837555,0.7730015516281128,0.620470872112349,205.59123401241717,0.7697306871414185,0.6687417658265868,8.841868013500061,0.7730015516281128,0.6550378058650734,36.66861178933323,0.9353927373886108,0.2049280593687811,4.624801105749914,0.9283559918403624,0.2171940526181935,36.65188116933374,0.9353927373886108,0.2049280593687811,4.641049638000065,0.9283559918403624,0.2171940526181935
7,10.021073543333236,0.944057285785675,0.1707282244360446,0.4667024945001686,0.9547511339187622,0.1479272841452024,10.13810980191667,0.9651535153388976,0.1009586730060257,0.47489179541667187,0.9743589758872986,0.0766725823394518,3.502147139250004,0.8575061559677124,0.9657915221975738,0.4737550365833461,0.8725490570068359,0.7487487804687102,3.4894563876669054,0.8575061559677124,0.9657915221975738,0.4651711420835151,0.8725490570068359,0.7487487804687102,22.342393881166647,0.9592202305793762,0.1172952407639123,0.8874412402500034,0.9547511339187622,0.12460612652607,22.319925319916667,0.9579017162322998,0.1242181965561131,0.8939945077499942,0.9645550847053528,0.0891077884537523,7.136899250750001,0.8582595586776733,0.9873565520604226,0.8779194572500065,0.8808446526527405,0.6836394858731801,7.121322973416682,0.8602373600006104,1.0320165366309555,0.8779072490833641,0.877828061580658,0.796020441106965,13.167741248250005,0.6932567358016968,0.7892411386344724,0.6498711579167017,0.7141779661178589,0.7508490535108931,13.206398749999986,0.5065925717353821,0.9687482466646498,0.6321005509999699,0.5052790641784668,0.9585862709925724,4.987362877749997,0.9462234377861024,0.1622417569609545,0.6515790384999983,0.9351432919502258,0.1827496391795519,5.0292578517500415,0.9462234377861024,0.1622417569609545,0.638381111916639,0.9351432919502258,0.1827496391795519,41.16469470283331,0.4991523921489715,0.98949657417911,1.7935473446668766,0.5052790641784668,0.9643290348542042,41.099353644749804,0.4973629713058471,0.9790218459345074,1.7920544756667975,0.5052790641784668,0.9803864592700344,14.4257341710833,0.9711810350418092,0.0847805375461343,1.8268894426667732,0.9585219025611876,0.1294185471669019,14.470913938083262,0.9711810350418092,0.0847805375461343,1.8342569538332707,0.9585219025611876,0.1294185471669019,106.79060482216664,0.7867771983146667,0.6118345462034193,4.604047688416661,0.803167462348938,0.5699339116141088,201.88617387350075,0.7785835266113281,0.6435613616147403,8.107480113667407,0.7835596203804016,0.6111535964868008,36.75592368049971,0.938500702381134,0.1949004894004947,4.6071189635003975,0.92533940076828,0.2070157727279994,36.81093341183441,0.938500702381134,0.1949004894004947,4.602011929332851,0.92533940076828,0.2070157727279994
8,10.070742649749869,0.9559239149093628,0.1353784164957271,0.4400260250834738,0.960030198097229,0.1082129179110938,10.105873264916672,0.970145046710968,0.0853014695108363,0.4472748405833234,0.9758672714233398,0.0701562050533506,3.5849896197499524,0.8502542972564697,1.1402888749666706,0.4353263515001042,0.8936651945114136,0.6143591591391002,3.4689189664998903,0.8502542972564697,1.1402888749666706,0.43407829400014936,0.8936651945114136,0.6143591591391002,22.14454432583337,0.9654361009597778,0.1025376082314232,0.8567590214167163,0.9675716757774352,0.0890493884522518,22.33527250825,0.9643059372901917,0.1036483940940661,0.8960177544998563,0.9766214489936828,0.0822960236692747,7.116621061250005,0.836409866809845,1.4674992953393489,0.900009706333331,0.8883861303329468,0.8744572529271075,7.134400304083404,0.8463929295539856,1.3938298173381465,0.8734153511666893,0.884615421295166,0.8654115413293471,13.159113544000016,0.7261254787445068,0.745899547822598,0.6485839068333235,0.7541478276252747,0.6849187733001478,13.195321486166677,0.4975513517856598,0.9591591721269052,0.6390746574166618,0.5052790641784668,0.9564221509441532,5.083220740500006,0.949519693851471,0.1547251693584427,0.6402933697499975,0.9366515874862672,0.1766665599464831,4.992688848166684,0.949519693851471,0.1547251693584427,0.636425687416704,0.9366515874862672,0.1766665599464831,41.033496127999875,0.5040497183799744,0.9800364237807077,1.7868688678333153,0.5052790641784668,0.9564897809093356,41.158613150583435,0.5032021403312683,0.972966319480888,1.8041145609998541,0.5052790641784668,0.956361455255684,14.492217553749924,0.9699566960334778,0.0840930212313654,1.8318904629166657,0.960030198097229,0.1299117248586827,14.506381921583548,0.9699566960334778,0.0840930212313654,1.8463387340001038,0.960030198097229,0.1299117248586827,106.72813351266693,0.5452062487602234,0.8968511301147711,4.585922864833265,0.5120663642883301,0.9509419898641596,199.3457204367502,0.7830100059509277,0.6354789635930319,8.696089693832619,0.7903469204902649,0.6037779348827955,36.82188839841668,0.942267894744873,0.1851454602979315,4.609925066499879,0.930618405342102,0.2005083471042178,36.85458635466663,0.942267894744873,0.1851454602979315,4.6224534582494625,0.930618405342102,0.2005083471042178
9,10.06690532833333,0.962799072265625,0.1201555149003099,0.46047960358343215,0.960030198097229,0.1178744990262027,10.133151821499988,0.973912239074707,0.0731511318294903,0.4725523311666772,0.9720965623855592,0.077773612766417,3.4896516701666465,0.8513844609260559,1.5666547209204376,0.45338723633328,0.8710407614707947,0.8815433404084714,3.556884618749791,0.8513844609260559,1.5666547209204376,0.4747762801665279,0.8710407614707947,0.8815433404084714,22.10272421683332,0.9688265323638916,0.08919744025665,0.8859409093333093,0.9607843160629272,0.126906388280857,22.281238954916564,0.9717460870742798,0.0853808203782362,0.8666469435832672,0.9668174982070924,0.0893400348517495,7.297410566416668,0.8443210124969482,1.6026484349275931,0.8935686775833367,0.8755656480789185,1.006250243466384,7.121852467833378,0.8492183089256287,1.4805175110254534,0.8695848769166333,0.8650075793266296,1.0167489343433411,13.188127428749985,0.6883593797683716,0.7768511958076447,0.6418609950833343,0.7435897588729858,0.7308474367380502,13.220206799000001,0.4959502816200256,0.9608271540524844,0.6286729850833126,0.5052790641784668,0.9562295464908376,5.090548930249999,0.9537577629089355,0.1472449275686211,0.6782021290833313,0.9411764740943908,0.1728284619692404,4.9958120456666775,0.9537577629089355,0.1472449275686211,0.6477647371666535,0.9411764740943908,0.1728284619692404,41.047923005416735,0.5035788416862488,0.9781858895228708,1.8242063749166844,0.5052790641784668,0.9610373337344348,41.58598820283381,0.5031079649925232,0.9769153643808564,1.8116784046663572,0.5052790641784668,0.9561089965912372,14.52046379050004,0.974854052066803,0.072591360317735,1.8322716747499423,0.9502262473106384,0.1338201979116212,14.380465073749898,0.974854052066803,0.072591360317735,1.82765409633339,0.9502262473106384,0.1338201979116212,107.25923674049953,0.4987756609916687,0.9638145567782967,4.62396471083351,0.5113122463226318,0.9476429351674306,150.60414371300067,0.7789602875709534,0.6332298705898496,4.581094166667754,0.7963801026344299,0.5927230295012978,36.77383984491644,0.945846676826477,0.1772754393934777,4.608586957916486,0.9268476963043212,0.1961407769993959,36.836634126833815,0.945846676826477,0.1772754393934777,4.60806243624999,0.9268476963043212,0.1961407769993959
10,9.98326168616677,0.9676021933555604,0.0986215834832187,0.47438087308334315,0.9411764740943908,0.1593755447638655,10.097030555833328,0.9818233251571656,0.0539903554927225,0.4757054518333348,0.9705882668495178,0.0842829221110864,3.4601897563334205,0.8693727850914001,1.053730716693005,0.4449449974166176,0.8883861303329468,0.8288311085054688,3.619784713249828,0.8693727850914001,1.053730716693005,0.4641351325832754,0.8883861303329468,0.8288311085054688,22.265438237750004,0.9770202040672302,0.0692010306321611,0.8733866078333298,0.9502262473106384,0.1598569724644178,22.14882971658335,0.9772085547447203,0.0651442039699463,0.870906842916611,0.9570136070251464,0.1250798885793415,7.131969810749998,0.8666415810585022,1.0941290979057108,0.8936427837499916,0.8318250775337219,1.285953645182196,7.166137522250058,0.8647579550743103,1.1487387513432938,0.8631230556666196,0.8333333730697632,1.4051588060118383,13.187338034500007,0.728009045124054,0.74067957475599,0.6248807471666472,0.7224736213684082,0.743059173069029,13.155789081166631,0.5003767013549805,0.9584823747120418,0.646028169916614,0.5052790641784668,0.9557600801706674,4.965123546249998,0.9539461731910706,0.1398551463940472,0.6303322395833296,0.9404223561286926,0.1719898782434506,4.987285979999949,0.9539461731910706,0.1398551463940472,0.6591626956666611,0.9404223561286926,0.1719898782434506,41.028852413999935,0.4990582168102264,0.9722832352972722,1.8133129745832168,0.5052790641784668,0.9586082033442156,41.040004250249694,0.4998116493225097,0.97159152259753,1.8231434384997556,0.5052790641784668,0.9580798458369788,14.460227986749942,0.9777736067771912,0.0635312976719792,1.841721468083203,0.9555053114891052,0.147061586049898,14.372598582416686,0.9777736067771912,0.0635312976719792,1.8042348975001612,0.9555053114891052,0.147061586049898,103.14345944149984,0.513090968132019,0.9563080539450086,4.579322889499964,0.5588235259056091,0.9577803032790194,159.48835356158332,0.7960067987442017,0.5908749983525811,8.703376177834192,0.8016591668128967,0.5793859690742436,36.81314985100047,0.9486721158027648,0.1685405289875313,4.621955124666177,0.9291101098060608,0.1914791950722805,36.775028569749935,0.9486721158027648,0.1685405289875313,4.62720167408285,0.9291101098060608,0.1914791950722805
